S.No,From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm),Xylene (ug/m3),TOT-RF (mm)
1162,04-Sep-2020 - 00:00,05-Sep-2020 - 00:00,18.46,61.15,26.82,18.81,29.01,14.56,7.9,0.35,18.46,0.67,1.94,34.99,74.59,1.36,169.76,182.85,745.04,0.02,29.15,0.01,0.77,0.5
1163,05-Sep-2020 - 00:00,06-Sep-2020 - 00:00,21.77,70.6,1.07,22.22,11.59,15.86,8.59,0.32,20.92,1.63,4.96,36.74,75.01,1.69,193.06,173.25,743.93,0,29.3,0,1.54,0
1164,06-Sep-2020 - 00:00,07-Sep-2020 - 00:00,17.75,52.18,1.09,19.46,10.29,13.54,8.33,0.32,17.12,1.18,5.44,33.11,75.26,2.01,197.79,170.04,744.25,0,29.38,0.01,0.93,1
1165,07-Sep-2020 - 00:00,08-Sep-2020 - 00:00,17.43,52.62,1.11,24.77,12.75,14.37,9.28,0.38,20.68,2.06,6.28,34.82,73.73,2.02,202.49,183.95,743.91,0,29.9,0,1.09,0
1166,08-Sep-2020 - 00:00,09-Sep-2020 - 00:00,14.94,46.8,0.93,22.58,11.86,11.25,9.46,0.41,17.99,1.33,5.87,29.89,72.73,2.06,200.36,173.54,745.05,0,29.87,0,0.94,0
1167,09-Sep-2020 - 00:00,10-Sep-2020 - 00:00,20.02,51.19,1.28,25.54,13.53,9.62,8.02,0.27,16.33,1.58,6.33,30.05,72.58,1.89,204.33,178.06,744.52,0,29.88,0,1.07,0
1168,10-Sep-2020 - 00:00,11-Sep-2020 - 00:00,23.83,65.15,0.89,32.72,17.2,10.06,9.29,0.27,22.99,1.59,6.4,30.14,73.44,1.86,213.28,128.64,742.74,0,29.47,0,1.35,0
1169,11-Sep-2020 - 00:00,12-Sep-2020 - 00:00,28.84,79.42,1.06,37.41,19.92,10.3,8.73,0.33,34.16,1.96,8.43,30.39,73.31,1.83,195.47,182.07,742.7,0,29.58,0,1.08,0
1170,12-Sep-2020 - 00:00,13-Sep-2020 - 00:00,23.86,65.41,1.01,25.95,13.64,8.56,5.59,0.3,28.83,1.09,3.17,30.51,74.53,2.4,145.57,159.72,743.71,0,29.1,0.01,1.04,0.5
1171,13-Sep-2020 - 00:00,14-Sep-2020 - 00:00,12.17,31.45,0.81,17.13,9.06,8.36,7.35,0.31,30.96,0.61,1.8,29.55,78.17,2.78,157.43,123.85,743.34,0,27.41,0.01,0.61,1
1172,14-Sep-2020 - 00:00,15-Sep-2020 - 00:00,11.23,28.49,0.72,12.85,6.83,7.53,8.78,0.38,35.41,0.66,1.94,29.47,77.27,2.35,102.2,141.5,742.43,0,28.24,0.03,0.5,2.5
1173,15-Sep-2020 - 00:00,16-Sep-2020 - 00:00,9.71,26.51,1.08,12.28,6.91,5.55,9.19,0.31,41.07,0.55,1.42,29.87,76.06,1.81,118.8,155.24,742.66,0,28.94,0.03,0.36,2.5
1174,16-Sep-2020 - 00:00,17-Sep-2020 - 00:00,22.3,41.97,1.74,28.71,16.31,2.34,6.72,0.36,31.01,0.99,3.24,29.58,78.47,1.96,192.56,135.11,743.09,0,27.96,0.13,0.68,12.5
1175,17-Sep-2020 - 00:00,18-Sep-2020 - 00:00,26.92,71.46,1.67,37.29,20.76,2.25,8.58,0.41,27.42,1.27,3.21,29.28,77.89,1.89,213.36,120.59,742.95,0,28.24,0,0.91,0
1176,18-Sep-2020 - 00:00,19-Sep-2020 - 00:00,34.82,74.97,1.85,31.88,17.93,3.03,8.04,0.49,38.84,1.28,4.72,29.81,75.03,1.85,210.07,154.24,741.59,0,29.12,0,0.78,0
1177,19-Sep-2020 - 00:00,20-Sep-2020 - 00:00,24.6,74.85,1.95,29.87,16.73,2.63,9.69,0.36,29.08,1.25,3.18,29.79,73.64,1.83,189.15,152.24,739.96,0,29.17,0,1.32,0
1178,20-Sep-2020 - 00:00,21-Sep-2020 - 00:00,28.68,88.94,1.83,35.37,19.44,2.7,6.09,0.33,22.78,2.03,5.26,29.51,78.06,1.45,215.19,92.7,739.07,0,26.9,0.03,2.44,2.5
1179,21-Sep-2020 - 00:00,22-Sep-2020 - 00:00,27.23,53.34,2,38.02,21.21,1.93,6.75,0.37,19.01,1.53,5.27,30.34,81.81,2.63,241.88,45.99,738.96,0,24.97,0.04,1.44,3.5
1180,22-Sep-2020 - 00:00,23-Sep-2020 - 00:00,22.84,71.93,1.93,38.49,21.49,2.26,9.09,0.36,18.9,1.19,2.95,28.29,76.61,3.15,222.76,82.11,741.67,0,26.48,0,1.15,0
1181,23-Sep-2020 - 00:00,24-Sep-2020 - 00:00,24.96,86.21,1.58,39.32,20.89,2.44,9.93,0.39,26.12,1.42,4.32,29.27,78.51,2.51,214.51,119.67,743.76,0,27.07,0.26,1.19,19.5
1182,24-Sep-2020 - 00:00,25-Sep-2020 - 00:00,27.48,92,1.45,31.98,17.2,4.55,6.05,0.38,27.01,1.08,2.24,29.55,76.73,2.91,205.49,142.63,745.28,0,28.53,0,0.72,0
1183,25-Sep-2020 - 00:00,26-Sep-2020 - 00:00,40.28,105.11,5.68,31.24,20.86,5.17,4.76,0.38,21.63,2.25,5.27,28.17,78.86,2.59,213.11,56.61,744.33,0,27.25,0,1.79,0
1184,26-Sep-2020 - 00:00,27-Sep-2020 - 00:00,32.93,85.54,22.45,37.95,38.43,5.47,4.27,0.44,21.12,1.19,3.88,28.59,80.16,1.41,222.4,62.57,743.29,0,26.03,0.02,0.63,1.5
1185,27-Sep-2020 - 00:00,28-Sep-2020 - 00:00,50.84,136.04,29.14,45.68,47.99,5.24,6.29,0.41,37.87,2.7,6.45,28.74,75.94,1.21,201,120.02,743.8,0,28.06,0,1.79,0
1186,28-Sep-2020 - 00:00,29-Sep-2020 - 00:00,67.28,178.74,38.64,55.72,61.05,5.35,5.04,0.34,45.45,2.46,5.91,29.15,72.33,1.25,192.66,146.22,743.76,0,29.04,0,2.31,0
1187,29-Sep-2020 - 00:00,30-Sep-2020 - 00:00,90.91,213.39,27.77,65.66,57.51,2.97,9.53,0.33,66.39,3.26,6.24,28.87,74.57,0.99,198.39,99.4,743.29,0,28.4,0,2.83,0
1188,30-Sep-2020 - 00:00,01-Oct-2020 - 00:00,44.12,82.86,19.25,45.9,40.06,4.44,6.23,0.39,30.57,2.54,6.97,28.43,81.02,1.39,228.08,65.33,742.41,0,24.62,0.78,2.15,64
1189,01-Oct-2020 - 00:00,02-Oct-2020 - 00:00,38.6,86.15,35.88,41.56,51.29,5.44,3.59,0.42,21.55,3.04,8.19,28.26,76.78,1.23,250.18,55.59,742.03,0,25.61,0,3.81,0
1190,02-Oct-2020 - 00:00,03-Oct-2020 - 00:00,54.91,175.33,25.36,25.17,34.01,3.85,6.35,0.4,49.42,2.15,6.48,28.23,71.47,0.95,164.7,96.17,742.42,0,27.18,0,2.95,0
1191,03-Oct-2020 - 00:00,04-Oct-2020 - 00:00,64.91,140.39,15.69,22.9,24.93,3.62,5.43,0.39,49.34,2.04,6.22,28.6,72.73,1.12,166.21,103.55,742.74,0,27.94,0,2.28,0
1192,04-Oct-2020 - 00:00,05-Oct-2020 - 00:00,49.17,169.74,26.81,22.05,33.53,3.83,10.76,0.27,27.02,2.44,6.63,28.33,80.8,1.18,198.42,81.79,743.1,0,25.55,0.04,3.1,4
1193,05-Oct-2020 - 00:00,06-Oct-2020 - 00:00,26.51,63.52,14.96,12.93,19.04,4.28,4.47,0.2,28.88,1.64,3.84,28.52,78.83,1.45,180.55,113.73,743.18,0,26.35,0.01,1.9,0.5
1194,06-Oct-2020 - 00:00,07-Oct-2020 - 00:00,23.11,50.17,13.05,13.95,18.03,4.3,3.51,0.33,27.98,1.32,4,28.54,80.12,1.33,189.12,108.9,744.08,0,26.23,0.26,1.55,22.5
1195,07-Oct-2020 - 00:00,08-Oct-2020 - 00:00,35.32,83.09,16.79,15.65,21.97,4.95,4.39,0.34,36.66,1.27,3.24,28.91,78.93,1.45,160.97,136.45,744.77,0,27.08,0.28,1.3,21
1196,08-Oct-2020 - 00:00,09-Oct-2020 - 00:00,41.45,84.12,14.85,27.65,26.78,4.92,7.1,0.33,38.15,0.76,1.51,28.83,77.02,1.19,158.72,126.24,745.43,0,28.15,0.04,0.68,2.5
1197,09-Oct-2020 - 00:00,10-Oct-2020 - 00:00,45.89,102.82,26.87,40.15,42.71,5.4,6.48,0.3,29.21,1.16,2.77,29.09,77.94,1.1,195.4,141.47,745.67,0,27.74,0.06,1.49,4
1198,10-Oct-2020 - 00:00,11-Oct-2020 - 00:00,83.43,206.9,60.7,41.66,71.51,6.37,7.59,0.43,20.99,1.63,4.11,26.81,80.14,0.42,234.12,74.36,745.1,0,26.91,0,1.95,0
1199,11-Oct-2020 - 00:00,12-Oct-2020 - 00:00,10.36,26.72,5.3,15.02,10.87,4.06,7.98,0.16,18.59,0.76,2.06,32.68,81.27,2.85,165.47,8.53,742.8,0,24.93,2.52,0.55,54
1200,12-Oct-2020 - 00:00,13-Oct-2020 - 00:00,11.39,17.43,9.06,19.18,17.57,3.78,8.94,0.3,20.2,0.09,0.15,28.71,83.49,4.44,255.14,23.77,740.79,0,23.01,0.78,0.09,74
1201,13-Oct-2020 - 00:00,14-Oct-2020 - 00:00,14.25,28.28,18.37,28.82,29.21,4.78,15.42,1.01,16.85,0.07,0.06,29.94,79.45,1.82,145.66,38.53,741.29,0,26.42,0.32,1.11,11.5
1202,14-Oct-2020 - 00:00,15-Oct-2020 - 00:00,15.77,34.06,14.37,29.6,26.42,4.79,7.43,1,23.14,1.84,0.4,29.52,81.35,1.34,163.48,93.93,742.82,0,25.7,0.02,0.03,1.5
1203,15-Oct-2020 - 00:00,16-Oct-2020 - 00:00,27.2,71.03,26.33,35.11,40.09,6.65,8.51,0.4,25.91,0.06,0.06,27.62,81.67,0.79,158.49,71.9,742.32,0,25.53,0,0.56,0
1204,16-Oct-2020 - 00:00,17-Oct-2020 - 00:00,29.8,67.51,37.17,32.75,47.64,8.23,5.42,0.18,21.01,0.31,0.32,27.28,80.65,1.04,190.89,115.59,743.32,0,26.26,0.09,0.25,9
1205,17-Oct-2020 - 00:00,18-Oct-2020 - 00:00,16.55,38.74,14.21,21.65,23.06,5.76,8.91,0.27,26.59,0.03,0.16,29.02,77.6,1.79,180.84,156.57,744.55,0,27.41,0,0.05,0
1206,18-Oct-2020 - 00:00,19-Oct-2020 - 00:00,17.7,35.88,7.68,24.13,17.5,6.75,7.04,0.32,30.36,1.95,2.61,41.15,74.23,1.87,205.19,115.92,742.49,0,29.09,0.01,1.03,0.5
1207,19-Oct-2020 - 00:00,20-Oct-2020 - 00:00,23.04,33,13.23,25.56,24.59,6.05,6.63,0.51,36.8,1.67,2.7,36.52,76.72,2.12,177.28,129.21,743.02,0,27.71,0.06,0.78,6
1208,20-Oct-2020 - 00:00,21-Oct-2020 - 00:00,10.93,37.83,13.6,20.7,21.66,5.47,9.34,0.33,25.85,0.05,0.04,27.06,75.1,1.85,195.15,140.8,744.71,0,27.66,0.01,0.02,1
1209,21-Oct-2020 - 00:00,22-Oct-2020 - 00:00,45.69,101.6,18.25,31.91,31.81,7.13,5.38,0.44,31.04,0.02,0.02,25.15,71.99,1.35,275.26,66.58,744.29,0,28.03,0,0.02,0
1210,22-Oct-2020 - 00:00,23-Oct-2020 - 00:00,89.26,183.33,30.88,60.08,57,13.93,4.22,0.42,27.66,0.04,0.02,24.73,78.16,0.85,212.84,51.46,743.5,0,26.55,0.01,0.03,0.5
1211,23-Oct-2020 - 00:00,24-Oct-2020 - 00:00,132.97,241.2,19.54,63.53,49.6,15.03,3.2,0.44,48.18,0.03,0.01,25.19,75.3,0.73,184.16,115.94,744.24,0,28.15,0,0.02,0
1212,24-Oct-2020 - 00:00,25-Oct-2020 - 00:00,179.5,241.57,30.52,70.62,61.8,14.65,5.98,0.61,51.43,0.01,0.01,24.92,75.4,0.63,176.69,119.18,746.26,0,28.24,0,0.04,0
1213,25-Oct-2020 - 00:00,26-Oct-2020 - 00:00,64.31,100.38,9.16,46.99,32.11,12.67,10.21,0.32,15.43,0.04,0.04,25.4,73.17,1.1,165.55,117.15,747.83,0,27.6,0,0.04,0
1214,26-Oct-2020 - 00:00,27-Oct-2020 - 00:00,53.38,81.37,2.2,40.07,23.03,9.14,11.85,0.54,22.6,0.04,0.13,27.36,69.42,1.48,204.01,120.75,748.27,0,27.69,0,0.12,0
1215,27-Oct-2020 - 00:00,28-Oct-2020 - 00:00,51.24,112.79,1.94,43.06,24.4,8.04,10.69,0.47,46.8,0.03,0.07,27.34,64.17,1.18,207.25,100.29,747.63,0,28.06,0,0.02,0
1216,28-Oct-2020 - 00:00,29-Oct-2020 - 00:00,45.52,122.46,3.22,46.2,27.08,7.9,11.55,0.58,46.49,0.08,0.07,27.64,56.16,1.5,221.42,105.12,748.01,0,28.39,0,0.04,0
1217,29-Oct-2020 - 00:00,30-Oct-2020 - 00:00,45.76,127.11,4.27,49.29,29.66,7.66,10.75,0.62,64.28,0.08,0.21,27.74,54.32,1.41,229.58,135.45,748.07,0,28.01,0,0.06,0
1218,30-Oct-2020 - 00:00,31-Oct-2020 - 00:00,65.35,183.59,8.89,66.47,42.59,8.38,9.07,0.4,62.47,0.18,0.41,27.78,55.44,1.36,203.97,131.01,747.4,0,27.64,0,0.13,0
1219,31-Oct-2020 - 00:00,01-Nov-2020 - 00:00,90.53,281.13,29.14,92.76,71.66,9.47,9.74,0.71,45.81,0.12,0.32,27.84,63.17,0.91,213.23,117.14,747.57,0,26.57,0,0.11,0
1220,01-Nov-2020 - 00:00,02-Nov-2020 - 00:00,89.02,241.24,14.82,62.91,45.41,10.31,9.66,0.37,57.55,0.05,0.06,26.76,65.98,0.89,161.57,128.19,748.24,0,27.98,0,0.06,0
1221,02-Nov-2020 - 00:00,03-Nov-2020 - 00:00,81.03,205.84,17.96,48.63,39.82,8.81,7.38,0.6,44.09,0.13,0.08,26.67,71.03,1.21,159.98,117.27,749.09,0,28.21,0,0.07,0
1222,03-Nov-2020 - 00:00,04-Nov-2020 - 00:00,51.04,101,3.78,23.77,15.64,7.61,13.04,0.63,51.63,0.06,0.07,26.55,71.5,1.86,145.21,113.54,749.39,0,28.4,0,0.07,0
1223,04-Nov-2020 - 00:00,05-Nov-2020 - 00:00,56.85,100.12,3.16,24.59,15.53,8.25,14.32,0.5,55.09,0.08,0.05,26.55,73.23,1.91,175.36,113.99,749.22,0,27.45,0.01,0.19,1
1224,05-Nov-2020 - 00:00,06-Nov-2020 - 00:00,81.94,147.43,1.71,20.12,12.01,9.19,11.13,0.51,72.74,0.05,0.05,26.48,74.26,2.27,173.43,115.51,749.91,0,27.06,0,0.03,0
1225,06-Nov-2020 - 00:00,07-Nov-2020 - 00:00,75.11,151.96,1.64,21.57,12.67,11.31,13.37,0.33,72.96,0.08,0.15,26.98,70.58,2.36,170.98,112.33,750.98,0,26.96,0,0.01,0
1226,07-Nov-2020 - 00:00,08-Nov-2020 - 00:00,76.45,155.53,1.63,23.77,13.92,12.09,14.28,0.47,91.56,0.81,1.37,27.62,68.59,2.09,153.79,110.88,751.3,0,26.52,0,0.21,0
1227,08-Nov-2020 - 00:00,09-Nov-2020 - 00:00,60.86,138.65,2.7,37.56,22.06,10.83,10.74,0.88,91.47,0.05,0.11,27.02,56.35,2.09,212.62,133.41,751.43,0,25.46,0,0.04,0
1228,09-Nov-2020 - 00:00,10-Nov-2020 - 00:00,66.52,149.45,3.32,47.16,27.67,11.12,8.42,0.86,77.68,0.17,0.28,27.46,55.75,1.77,183.81,131.18,750.2,0.01,24.12,0,0.03,0
1229,10-Nov-2020 - 00:00,11-Nov-2020 - 00:00,42.89,91.5,6.54,19.81,15.8,7.18,16.64,0.55,62.22,1.14,2.41,28,59.99,2.52,121.17,138.05,749.12,0.09,24.94,0,0.78,0
1230,11-Nov-2020 - 00:00,12-Nov-2020 - 00:00,13.08,27.45,11.22,19.35,19.41,4.03,8.77,0.68,22.01,6.47,21.21,27.1,81.47,2.7,100.73,28.52,749.95,0.08,21.29,0.16,4.76,14.5
1231,12-Nov-2020 - 00:00,13-Nov-2020 - 00:00,16.25,38.28,14.82,26.88,26.34,3.62,7.86,0.79,24.82,5.6,17.12,27.57,76.18,2.15,101.44,37.7,750.88,0.05,23.07,0.01,6.03,1
1232,13-Nov-2020 - 00:00,14-Nov-2020 - 00:00,20.61,64.19,10.82,21.65,20.32,3.28,9.45,0.6,49.2,3.17,7.69,27.51,59.96,2.15,93.36,135.92,750.35,0.06,26.39,0,2.72,0
1233,14-Nov-2020 - 00:00,15-Nov-2020 - 00:00,66.18,126.99,10.29,16.77,17.29,2.3,4.78,0.58,65,3.23,7.5,27.43,62.05,2.98,109.87,157.28,749.66,0.11,26.73,0,1.79,0
1234,15-Nov-2020 - 00:00,16-Nov-2020 - 00:00,53.58,94.67,10.28,13.01,15.28,1.68,8.41,0.58,73.83,3.02,5.89,27.49,66.96,3.1,108.48,115.25,749.69,0.11,26,0,1.14,0
1235,16-Nov-2020 - 00:00,17-Nov-2020 - 00:00,50.27,87.12,14.06,19.08,21.58,1.8,8.65,0.71,60.46,3.68,10.05,27.42,70.56,2.1,97.33,122.41,750.18,0.06,25.86,0,2.78,0
1236,17-Nov-2020 - 00:00,18-Nov-2020 - 00:00,70.6,110.87,18.54,18.99,25.18,1.18,5.77,0.83,67.18,4.07,11.79,27.2,72.39,1.52,89.65,133.28,749.61,0.04,25.54,0,3.09,0
1237,18-Nov-2020 - 00:00,19-Nov-2020 - 00:00,84.22,160.35,41.02,23.15,45.66,1.82,9.46,1.03,46.56,6.88,18.1,27.08,73.98,0.85,161.89,130.27,749.58,0.04,25.11,0,5.76,0
1238,19-Nov-2020 - 00:00,20-Nov-2020 - 00:00,64.27,139.74,44.53,21.91,47.86,4.75,9.2,0.93,28.68,5.47,17.92,27.86,75.26,1.07,200.19,133.83,749.24,0.03,25.01,0,6.45,0
1239,20-Nov-2020 - 00:00,21-Nov-2020 - 00:00,73.85,171.75,76.28,29,77.43,4.69,9.2,1.25,27.89,8.7,27.55,27.74,78.09,1.19,230.12,105.06,749.22,-0.01,24.09,0,9.39,0
1240,21-Nov-2020 - 00:00,22-Nov-2020 - 00:00,64.32,130.65,38.89,24.56,44.68,4.12,9.2,0.98,36.77,5.87,19.32,28.37,77.55,1.12,212.5,126.36,749.01,0.01,24.91,0,5.52,0
1241,22-Nov-2020 - 00:00,23-Nov-2020 - 00:00,62.35,111.03,33.33,14.66,34.9,4.65,10.68,0.8,44,4.95,11.31,27.62,74.4,1.81,140.8,112.26,749.97,0.07,25.67,0,23.69,0
1242,23-Nov-2020 - 00:00,24-Nov-2020 - 00:00,73.58,114.13,19.74,9.26,20.97,3.48,10.67,0.72,74.04,3.64,7.75,27.58,70,2.63,98.83,80.21,750.51,0.1,24.15,0,4.32,0
1243,24-Nov-2020 - 00:00,25-Nov-2020 - 00:00,59.67,108.64,20.15,9.38,21.38,4.18,10.21,0.72,84.01,4.04,9.37,27.67,63.41,2.83,102.08,95.91,750.1,0.1,22.75,0,2.97,0
1244,25-Nov-2020 - 00:00,26-Nov-2020 - 00:00,62.68,122.39,23.25,10.56,24.51,4.12,15.51,0.74,62.15,5.34,10.54,28.32,60.34,3.57,112.34,94.76,749.36,0.14,22.41,0,2.86,0
1245,26-Nov-2020 - 00:00,27-Nov-2020 - 00:00,33,56,19.03,12.93,22.38,4.9,18.5,0.52,21.55,2.5,9.82,27.47,80.67,2.9,180.83,27.83,750.25,0.07,15.73,0.08,3.8,0.5
1246,27-Nov-2020 - 00:00,28-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,0
1247,28-Nov-2020 - 00:00,29-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,0
1248,29-Nov-2020 - 00:00,30-Nov-2020 - 00:00,66.47,124.6,19.24,11.62,21.45,4.38,19.25,0.8,83.85,4.46,7.54,29.79,65.24,2.01,82.79,21.12,751.24,0.07,23.24,0,1.94,0
1249,30-Nov-2020 - 00:00,01-Dec-2020 - 00:00,64.58,139.51,40.77,22.45,45.08,4.24,18.36,1.05,63.66,6.41,15.34,28.87,64.97,1.57,148.56,129.85,750.84,0.06,22.26,0,6.19,0
1250,01-Dec-2020 - 00:00,02-Dec-2020 - 00:00,58.72,106.43,28,13.68,30.05,4.3,18.72,0.78,90.5,4.64,10.43,29.25,64.91,1.85,96.99,110.21,750.57,0.06,22.27,0,3.93,0
1251,02-Dec-2020 - 00:00,03-Dec-2020 - 00:00,56.1,109.24,28.99,12.1,30,3.81,12.57,0.79,92.98,4.75,11.58,29.24,65.54,1.93,105.15,112.9,749.57,0.06,22.16,0,4.03,0
1252,03-Dec-2020 - 00:00,04-Dec-2020 - 00:00,66.15,117.69,27.96,12.6,29.44,2.87,11.72,0.82,92.15,4.6,12.45,30.2,69.12,2.03,94.16,99.64,749.14,0.06,22.66,0,3.75,0
1253,04-Dec-2020 - 00:00,05-Dec-2020 - 00:00,70.99,113.96,14.7,24.86,25.05,5.63,16.05,0.84,74.53,5.23,12.14,34.68,71.11,2.12,91.11,114.31,747.72,0.06,23.23,0,3.77,0
1254,05-Dec-2020 - 00:00,06-Dec-2020 - 00:00,76.07,122.59,1.68,33.62,19.1,7.29,8.62,0.67,75.4,4.49,10.52,28.38,72.52,2.47,88.09,120.79,749.05,0.07,22.64,0,2.92,0
1255,06-Dec-2020 - 00:00,07-Dec-2020 - 00:00,57.23,96.78,1.49,28.85,16.44,7.23,10.86,0.72,71.68,3.41,7.74,27.18,67.28,2.52,97.18,119.55,750.67,0.08,22.99,0,2.04,0
1256,07-Dec-2020 - 00:00,08-Dec-2020 - 00:00,53.46,94.54,1.87,39.08,22.14,7.12,14.22,0.81,67.22,3.86,11.29,28.66,66.81,2.2,97.97,124.84,751.52,0.07,22.8,0,3.23,0
1257,08-Dec-2020 - 00:00,09-Dec-2020 - 00:00,61.08,138.42,29.26,75.74,63.45,9.72,12.44,1.14,51.19,5.94,18.13,27.75,67.86,1.33,142.18,123.89,751.92,0.04,21.89,0,7.73,0
1258,09-Dec-2020 - 00:00,10-Dec-2020 - 00:00,81.05,211.24,89.47,84.22,117.52,12.97,10.69,1.42,47.6,8.04,28,29.02,65.2,0.86,207.08,129.04,750.77,0.03,21.17,0,13.27,0
1259,10-Dec-2020 - 00:00,11-Dec-2020 - 00:00,114.48,293.77,123.99,35.85,117.29,1.64,15.74,1.66,52.72,11.03,27.66,29.21,67.74,0.9,192.82,123.72,750.48,0.03,20.86,0,10.95,0
1260,11-Dec-2020 - 00:00,12-Dec-2020 - 00:00,121.56,291.15,136.79,34.61,129.71,3.75,17.89,1.9,45.36,3.64,5.13,29.61,71.97,0.86,155.42,111.42,750.49,0.02,20.31,0,1.24,0
1261,12-Dec-2020 - 00:00,13-Dec-2020 - 00:00,108.17,241.62,121.49,33.4,116.55,4.8,15.19,1.78,57.47,4.76,7.94,29.6,67.73,0.8,193.77,119.88,750.19,0.01,20.95,0,1.77,0
1262,13-Dec-2020 - 00:00,14-Dec-2020 - 00:00,115.54,254.73,115.41,33.79,111.84,4.46,39.84,1.84,64.84,4.95,8.28,29.47,70.1,0.88,160.36,110.17,749.48,0.01,20.49,0,1.84,0
1263,14-Dec-2020 - 00:00,15-Dec-2020 - 00:00,105.3,215.98,85.39,24.61,82.51,4.29,12.44,1.48,52.09,4.4,7.33,29.32,69.81,1.07,151.08,108.32,749.94,0.04,21.58,0,1.63,0
1264,15-Dec-2020 - 00:00,16-Dec-2020 - 00:00,90.93,143.95,33.5,10.26,32.69,4.45,9.18,1.06,53.88,3.34,5.53,28.87,74.25,2.25,91.04,101.58,751.2,0.07,22.78,0,1.22,0
1265,16-Dec-2020 - 00:00,17-Dec-2020 - 00:00,66.47,116.47,32.1,11.97,32.46,6.3,8.11,1.04,52.95,2.94,4.84,28.7,73.7,2.16,93.61,101.15,751.93,0.07,22.58,0,1.08,0
1266,17-Dec-2020 - 00:00,18-Dec-2020 - 00:00,76.8,128.2,31.09,9.62,30.4,5.61,8.18,1.05,69.44,2.97,4.9,28.89,73.57,2.13,96.18,102.65,751.51,0.07,22.84,0,1.1,0
1267,18-Dec-2020 - 00:00,19-Dec-2020 - 00:00,91.36,145.02,35.49,7.43,32.81,4.23,10.83,1.22,68.29,3.42,5.66,28.96,75.1,2.07,111.91,92.21,751.29,0.05,22.92,0,1.26,0
1268,19-Dec-2020 - 00:00,20-Dec-2020 - 00:00,85.25,146.44,38.14,6.96,34.71,4.47,20.97,1.39,65.47,3.83,6.38,28.8,70.4,2.34,96.75,100.56,751.83,0.07,22.1,0,1.41,0
1269,20-Dec-2020 - 00:00,21-Dec-2020 - 00:00,79.97,150.79,54.11,9.59,49.1,4.48,18.2,1.51,78.07,6.57,11.05,28.56,63.7,1.93,113.91,112.94,752.26,0.07,20.17,0,2.45,0
1270,21-Dec-2020 - 00:00,22-Dec-2020 - 00:00,98.73,248.24,109.74,17.44,98.5,4.07,13.72,1.8,54.03,6.29,10.56,28.61,63.1,1.26,180.28,121.49,751.38,0.04,18.69,0,2.34,0
1271,22-Dec-2020 - 00:00,23-Dec-2020 - 00:00,108.66,296.34,132.47,19.97,118.32,3.57,8.26,1.65,57.98,5.64,9.47,28.26,62.45,1.13,160.78,114.16,750.79,0.05,18.31,0,2.1,0
1272,23-Dec-2020 - 00:00,24-Dec-2020 - 00:00,108.01,258.02,115.37,18.49,103.64,2.95,15.46,1.59,64.12,4.31,7.2,28.39,62.86,1.2,179.09,114.71,750.16,0.04,18.14,0,1.59,0
1273,24-Dec-2020 - 00:00,25-Dec-2020 - 00:00,120.52,280.94,109.55,17.35,98.53,2.1,8.99,1.75,76.51,4.73,7.89,28.59,66.92,1.32,175.51,108.57,749.64,0.05,18.46,0,1.75,0
1274,25-Dec-2020 - 00:00,26-Dec-2020 - 00:00,158.4,299.99,94.66,15.05,84.97,2.72,21.96,1.56,70.19,5.72,9.6,28.66,69.52,1.2,132.47,95.45,750.15,0.04,19.03,0,2.13,0
1275,26-Dec-2020 - 00:00,27-Dec-2020 - 00:00,156.66,296.12,80.95,14.86,73.71,6.99,16.31,1.17,65.89,,,28.67,69.74,1.22,70.69,95.65,750.74,0.04,19.44,0,,0
1276,27-Dec-2020 - 00:00,28-Dec-2020 - 00:00,142.67,267.78,68.45,12.41,62.25,8.28,11.8,1.13,75.67,,,28.5,72.68,1.29,135.98,99.16,750.11,0.05,19.07,0,,0
1277,28-Dec-2020 - 00:00,29-Dec-2020 - 00:00,137.19,266.35,66.82,21.05,65.53,8.04,9.41,1.23,53.6,,,28.67,71.32,1.11,138.2,101.79,749.81,0.04,19.51,0,,0
1278,29-Dec-2020 - 00:00,30-Dec-2020 - 00:00,119.43,248.09,18.79,50.59,41.55,4.88,8.25,1.22,62.89,,,29.17,68.66,1.37,110.25,105.75,750.51,0.06,21.26,0,,0
1279,30-Dec-2020 - 00:00,31-Dec-2020 - 00:00,91.32,183.6,11.76,48.8,35.47,12.9,8.65,0.64,68.48,,,28.94,68.82,1.75,97.28,99.29,751.72,0.06,24.49,0,,0
1280,31-Dec-2020 - 00:00,01-Jan-2021 - 00:00,102.56,178.23,2.14,65.2,36.42,17.47,18.18,0.73,86.74,,,29.01,65.78,2.09,106.32,99.24,752.07,0.07,24.12,0,,0
1281,01-Jan-2021 - 00:00,02-Jan-2021 - 00:00,116.67,215.16,3.82,67.16,38.04,15.37,3.56,1.02,73.15,,,28.61,68.06,1.8,125.14,92.88,752.62,0.07,23.21,0,,0
